customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
1994,Gray,McLorinan,F,71,25-04-86,,Manufacturing,High Net Worth,N,No,11,36
1995,Mabel,Sallter,F,6,26-03-69,Automation Specialist II,,Mass Customer,N,Yes,11,54
1996,Filmer,Furby,M,4,29-12-85,Structural Engineer,Manufacturing,Mass Customer,N,No,4,37
1997,Tedmund,Simonsson,M,57,27-09-96,Structural Engineer,,Mass Customer,N,No,5,26
1998,Hamil,Britch,M,13,26-03-75,Media Manager IV,Manufacturing,High Net Worth,N,No,21,48
1999,Raquel,Bamlett,F,6,16-08-62,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7,60
2001,Mada,Martinho,F,21,06-10-77,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,3,45
2002,Matilde,Hamsher,F,55,20-06-71,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,12,51
2003,Lilli,Hargey,F,80,21-06-62,Statistician III,Manufacturing,High Net Worth,N,Yes,8,60
2004,Brandy,Showering,M,16,12-06-63,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,59
2005,Marina,McElwee,F,41,20-08-78,Accountant I,Manufacturing,High Net Worth,N,No,17,44
2006,Hyacinthia,Tuley,F,33,04-10-99,Senior Developer,Property,High Net Worth,N,Yes,2,23
2007,Gail,Scarrisbrick,M,8,13-04-70,Programmer I,Manufacturing,Mass Customer,N,Yes,15,53
2008,Jamill,Cudd,M,77,27-07-93,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3,29
2009,Neilla,Castrillo,F,19,16-03-60,Staff Accountant IV,Health,Affluent Customer,N,Yes,19,63
2010,Duff,Guyer,M,88,31-01-74,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7,49
2011,Guthrie,MacAne,M,68,22-01-78,VP Sales,Manufacturing,High Net Worth,N,Yes,12,45
2012,Maisey,Lavell,F,55,07-09-72,Health Coach I,Health,High Net Worth,N,No,4,50
2013,Marge,Girault,F,99,10-08-95,Registered Nurse,Health,Affluent Customer,N,Yes,19,27
2014,Sandye,Avraam,F,49,25-05-90,Associate Professor,Manufacturing,Mass Customer,N,Yes,8,32
2015,Charyl,Sibson,F,6,19-02-74,Health Coach IV,Health,Affluent Customer,N,No,7,49
2016,Laraine,Merioth,F,89,19-11-98,Executive Secretary,Retail,Affluent Customer,N,Yes,1,24
2017,Ezri,Sadry,M,67,11-02-95,Programmer II,Financial Services,Affluent Customer,N,Yes,6,28
2018,Richie,Matts,M,80,30-01-63,Senior Developer,Financial Services,Affluent Customer,N,No,12,60
2019,Neda,Perkis,F,48,13-09-53,VP Marketing,Entertainment,High Net Worth,N,No,17,69
2020,Portia,Proudlock,F,50,06-05-71,Biostatistician IV,Property,Affluent Customer,N,Yes,14,51
2022,Mortimer,Iremonger,M,79,03-07-82,,IT,Affluent Customer,N,No,7,40
2023,Marco,Denziloe,M,15,11-01-71,Associate Professor,,High Net Worth,N,No,10,52
2024,Elinor,Biggerstaff,F,69,14-07-00,VP Sales,IT,Mass Customer,N,Yes,2,22
2025,Agosto,Thon,M,59,15-04-82,VP Quality Control,,Mass Customer,N,Yes,3,40
2026,Anabelle,Rogerson,F,62,18-09-87,Structural Engineer,Property,Mass Customer,N,Yes,7,35
2027,Whitney,Dahle,M,89,02-09-64,VP Product Management,,High Net Worth,N,No,10,58
2028,Cathy,Parmley,F,25,10-12-76,Director of Sales,Retail,Affluent Customer,N,Yes,18,46
2029,Charlie,Hastilow,M,10,10-03-92,Nurse,Manufacturing,Mass Customer,N,No,7,31
2030,Xymenes,Sprull,M,3,09-01-61,Administrative Officer,Property,High Net Worth,N,No,15,62
2031,Philbert,Albone,M,99,21-01-87,Geologist III,,Mass Customer,N,No,12,36
2032,Theodore,Chicchelli,M,98,09-09-83,Quality Control Specialist,Property,Mass Customer,N,Yes,9,39
2033,Mar,Philippon,M,36,31-08-71,Dental Hygienist,Health,High Net Worth,N,No,10,51
2034,June,Haslam,F,87,10-01-74,Speech Pathologist,Manufacturing,Mass Customer,N,No,8,49
2035,Kylie,Terese,M,40,01-06-79,Senior Developer,Health,Mass Customer,N,No,19,43
2036,Alix,Gilliland,F,11,29-04-77,,,Mass Customer,N,No,17,45
2037,Irwin,Ryall,M,19,04-01-89,VP Marketing,IT,Mass Customer,N,No,6,34
2038,Fae,Done,F,9,26-11-59,Structural Engineer,Financial Services,Mass Customer,N,Yes,5,63
2039,Laureen,Blower,F,38,26-03-78,Senior Developer,IT,High Net Worth,N,Yes,7,45
2040,Gal,Scardafield,M,25,05-09-69,VP Sales,Retail,Affluent Customer,N,Yes,12,53
2041,Mort,Heath,M,52,27-10-57,VP Accounting,Financial Services,Mass Customer,N,No,17,65
2042,Bendix,Cooke,M,65,14-08-68,Registered Nurse,Health,Mass Customer,N,No,17,54
2043,Veronike,Clampett,F,67,05-09-77,Software Consultant,,Mass Customer,N,No,7,45
2044,Leyla,Eddington,F,84,02-08-98,Quality Engineer,Health,Mass Customer,N,Yes,1,24
2045,Hermina,Franzel,F,15,03-07-84,VP Sales,Financial Services,High Net Worth,N,No,15,38
2046,Charis,Maas,F,3,27-07-59,Marketing Manager,,Mass Customer,N,Yes,13,63
2047,Kirsten,Slegg,F,45,13-04-75,Paralegal,Financial Services,Affluent Customer,N,Yes,21,48
2048,Sorcha,Genthner,F,22,13-04-60,Financial Advisor,Financial Services,High Net Worth,N,No,13,63
2049,Jud,Purchon,M,21,12-02-62,Assistant Professor,Manufacturing,High Net Worth,N,No,5,61
2050,Opal,Costa,F,22,26-06-54,Business Systems Development Analyst,,Mass Customer,N,Yes,5,68
2051,Teresita,Drinnan,F,8,15-06-59,Geological Engineer,Manufacturing,Affluent Customer,N,No,20,63
2052,Ganny,Sealeaf,M,5,30-11-55,,Retail,Mass Customer,N,Yes,8,67
2053,Horatius,Dufton,M,7,28-05-78,,Financial Services,Affluent Customer,N,Yes,11,44
2054,Horace,Gilpillan,M,12,21-08-95,,Manufacturing,Mass Customer,N,Yes,22,27
2055,Harmon,Bakster,M,46,14-09-80,Administrative Assistant III,Retail,High Net Worth,N,No,7,42
2056,Cristin,Smoughton,F,65,04-03-86,Biostatistician IV,Property,High Net Worth,N,No,22,37
2057,Elianora,Sally,F,99,04-10-59,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15,63
2058,Ronna,Wickersham,F,99,04-02-78,Database Administrator I,Argiculture,High Net Worth,N,No,7,45
2059,Kylen,Gimson,F,21,15-02-77,Graphic Designer,,High Net Worth,N,No,12,46
2060,Constancia,Akram,F,17,23-01-59,Statistician II,Financial Services,Mass Customer,N,No,17,64
2061,Loralyn,,F,71,24-01-83,Technical Writer,Manufacturing,High Net Worth,N,No,4,40
2062,Guillermo,Kolakovic,M,67,19-08-76,Junior Executive,Retail,Mass Customer,N,No,18,46
2063,Benny,Crudge,M,55,17-06-63,Clinical Specialist,Health,Affluent Customer,N,No,16,59
2064,Reynard,Jaffrey,M,99,19-05-69,VP Marketing,Health,Mass Customer,N,Yes,18,53
2065,Silvio,Henrichs,M,66,13-03-78,Technical Writer,Retail,Mass Customer,N,Yes,12,45
2066,Skipp,McLarens,M,91,21-12-69,Food Chemist,Health,High Net Worth,N,Yes,12,53
2067,Slade,Mulvin,M,81,05-05-79,Registered Nurse,Health,Mass Customer,N,No,17,43
2068,Wandie,Nare,F,23,08-08-56,Account Representative I,,High Net Worth,N,No,8,66
2070,Tiphany,Leppington,F,0,05-12-81,Recruiting Manager,,Mass Customer,N,No,8,41
2071,Ardis,Ramelet,F,69,07-02-78,,,Mass Customer,N,No,10,45
2072,Margie,Tillyer,F,30,20-04-60,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9,62
2073,Linea,,F,87,30-01-74,,Manufacturing,High Net Worth,N,Yes,10,49
2074,Roslyn,Rawdall,F,90,11-06-97,,Financial Services,Mass Customer,N,No,4,25
2075,Devondra,Jovis,F,95,23-04-73,Environmental Tech,Manufacturing,Mass Customer,N,No,8,49
2076,Beatriz,Tweddle,F,73,03-06-69,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5,53
2077,Tobe,Lindroos,F,67,26-02-92,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,31
2078,Joice,Govett,F,15,30-08-89,Computer Systems Analyst III,Manufacturing,Mass Customer,N,No,3,33
2079,Eda,,F,49,29-07-56,Account Executive,,High Net Worth,N,No,11,66
2080,Rosamond,Sainer,F,15,07-08-59,Human Resources Assistant IV,,High Net Worth,N,No,17,63
2081,Gelya,Coaker,F,69,21-06-72,Senior Editor,Financial Services,Mass Customer,N,No,13,50
2082,Sybyl,Beekman,F,38,07-12-79,Legal Assistant,Health,Affluent Customer,N,Yes,19,43
2083,Karee,Ortler,F,5,18-07-80,,,Mass Customer,N,No,4,42
2084,Britni,Menguy,F,6,03-10-86,,IT,Mass Customer,N,Yes,17,36
2085,Carolynn,Samsin,F,83,03-05-56,Pharmacist,Health,Mass Customer,N,No,11,66
2086,Gayle,Cockerell,M,68,03-01-97,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1,26
2087,Yehudi,Sandon,M,76,08-06-69,Administrative Officer,IT,Mass Customer,N,Yes,15,53
2088,Ernie,Wankel,M,2,09-10-69,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,14,53
2089,Erie,Ballston,M,93,07-01-58,Safety Technician I,Financial Services,High Net Worth,N,No,15,65
2090,Stanton,Schimoni,M,63,05-12-64,Help Desk Technician,Financial Services,Mass Customer,N,Yes,17,58
2091,Dominga,Crosfield,F,27,22-06-80,Office Assistant II,Argiculture,Mass Customer,N,No,9,42
2092,Stavros,Hazelby,M,14,22-12-77,Safety Technician IV,Manufacturing,High Net Worth,N,No,18,45
2093,Salem,Doiley,M,94,10-09-99,Programmer II,Financial Services,High Net Worth,N,No,2,23
2094,Merle,Pesticcio,M,15,27-01-84,Biostatistician IV,,Mass Customer,N,No,16,39
2095,Anette,Guerreiro,F,69,13-11-89,Account Executive,Manufacturing,Affluent Customer,N,No,8,33
2096,Torrie,Smartman,F,74,21-05-69,Programmer III,Telecommunications,High Net Worth,N,Yes,12,53
2097,Web,Decaze,M,38,08-04-88,Recruiter,Telecommunications,Mass Customer,N,No,21,35
2098,Ame,Tossell,F,82,13-12-69,Dental Hygienist,Health,High Net Worth,N,No,16,53
2099,Mikel,McKechnie,M,40,03-10-59,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19,63
2100,Der,Blatcher,M,34,30-05-78,Marketing Assistant,IT,Mass Customer,N,No,14,44
2101,Maryann,,F,71,08-03-98,General Manager,,Mass Customer,N,Yes,2,25
2102,Carl,Penquet,M,80,08-01-76,Senior Editor,,Affluent Customer,N,No,5,47
2103,Jayme,Hendin,M,94,22-09-75,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,18,47
2104,Livy,Roote,F,31,29-01-79,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11,44
2105,Terrance,Goligher,M,29,11-11-71,Food Chemist,Health,High Net Worth,N,Yes,6,51
2106,Antons,Ley,M,91,19-03-70,Project Manager,Financial Services,High Net Worth,N,Yes,13,53
2107,Dre,Ferrillo,F,2,10-07-92,Biostatistician IV,IT,Affluent Customer,N,Yes,4,30
2108,Michel,O'Halligan,F,41,24-11-85,Software Test Engineer IV,Property,Mass Customer,N,Yes,18,37
2109,Grazia,Vinson,F,14,13-04-65,Account Representative II,Health,High Net Worth,N,Yes,18,58
2110,Gard,Marris,M,29,31-07-73,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14,49
2111,Ellis,Vokes,M,98,28-12-73,Speech Pathologist,Property,Affluent Customer,N,Yes,12,49
2112,Aubrie,Glaum,F,64,17-05-93,Accounting Assistant I,Financial Services,Mass Customer,N,Yes,6,29
2113,Nita,Bushell,F,91,06-01-72,Internal Auditor,Manufacturing,Affluent Customer,N,No,17,51
2114,Erick,Caveill,M,78,29-11-54,Safety Technician III,Argiculture,High Net Worth,N,No,19,68
2115,Shannon,Pflieger,M,17,31-08-75,Food Chemist,Health,Mass Customer,N,Yes,17,47
2116,Wyndham,Ecob,M,81,20-01-79,Research Associate,Financial Services,Affluent Customer,N,Yes,9,44
2117,Llywellyn,Christall,M,76,14-06-95,Computer Systems Analyst I,Health,Affluent Customer,N,No,3,27
2118,Ulrick,Calyton,M,29,22-07-78,Developer III,,High Net Worth,N,No,7,44
2119,Dorise,Bellon,F,51,01-03-85,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17,38
2120,Clare,Attoe,M,80,03-01-97,Web Designer III,Manufacturing,Mass Customer,N,No,1,26
2121,Clarita,Jaqueminet,F,35,15-02-89,Nurse,Financial Services,Mass Customer,N,Yes,22,34
2122,Osborne,Nawton,M,85,27-01-73,Registered Nurse,Health,High Net Worth,N,Yes,11,50
2123,Shirley,Negal,F,36,19-03-93,Software Engineer II,Manufacturing,Affluent Customer,N,No,2,30
2124,Damien,Bartczak,M,17,30-01-78,,Retail,High Net Worth,N,No,18,45
2125,Laurene,Linstead,F,9,27-01-75,VP Quality Control,Financial Services,High Net Worth,N,No,18,48
2126,Hugibert,Getcliff,M,65,29-03-58,Product Engineer,Health,Mass Customer,N,Yes,17,65
2127,Wanids,Baudet,F,66,15-02-74,Web Designer I,Manufacturing,Mass Customer,N,No,7,49
2128,Gregorius,Cockram,M,31,25-09-76,Data Coordiator,Property,Affluent Customer,N,Yes,16,46
2129,Barron,Waszkiewicz,M,26,07-10-80,Electrical Engineer,Manufacturing,High Net Worth,N,No,3,42
2130,Evangelina,Coxhell,F,95,01-01-90,Structural Engineer,Property,High Net Worth,N,Yes,16,33
2131,Nettle,Painter,F,12,21-03-71,Payment Adjustment Coordinator,,Mass Customer,N,Yes,7,52
2132,Davina,Dougary,F,16,02-02-85,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22,38
2133,Clarissa,Blaisdale,F,44,20-01-98,General Manager,Financial Services,High Net Worth,N,No,3,25
2134,Crosby,Ruoff,M,16,21-02-00,Nurse,Manufacturing,Affluent Customer,N,No,2,23
2135,Teador,Laurant,M,97,18-09-80,Structural Engineer,,Mass Customer,N,Yes,15,42
2136,Heather,Golsworthy,F,21,12-07-65,Office Assistant I,Health,High Net Worth,N,Yes,5,57
2137,Renie,,F,46,22-06-71,Chemical Engineer,Manufacturing,Affluent Customer,N,No,5,51
2138,Jonell,Gon,F,23,28-11-78,Graphic Designer,Manufacturing,High Net Worth,N,No,15,44
2139,Carolina,Brands,F,87,06-02-82,Accountant II,IT,Affluent Customer,N,Yes,7,41
2140,Hilario,Ramsdell,M,59,30-09-76,Help Desk Operator,Telecommunications,High Net Worth,N,No,21,46
2141,Georgie,Bruggen,F,50,21-08-64,Programmer I,Financial Services,High Net Worth,N,Yes,4,58
2142,Marti,McComish,F,61,02-07-79,Biostatistician IV,,Affluent Customer,N,No,7,43
2143,Napoleon,Terron,M,53,23-12-63,Business Systems Development Analyst,,High Net Worth,N,Yes,10,59
2144,Maureene,Kingstne,F,12,11-04-78,Office Assistant IV,Property,Mass Customer,N,Yes,9,45
2145,Adrea,Quittonden,F,44,11-11-59,Librarian,Entertainment,Affluent Customer,N,Yes,19,63
2146,Timmie,Lenden,M,75,25-01-67,,,Mass Customer,N,No,13,56
2147,Franzen,Kielty,M,42,04-11-98,Engineer IV,,High Net Worth,N,Yes,1,24
2148,Annis,Freeth,F,78,20-03-89,Engineer I,Manufacturing,Mass Customer,N,Yes,15,34
2149,Lana,Druce,F,26,19-05-78,Professor,,High Net Worth,N,No,6,44
2150,Huntlee,Pashba,M,75,05-09-59,,Retail,Affluent Customer,N,Yes,8,63
2151,Herrick,Gammett,M,9,23-10-86,,Entertainment,Affluent Customer,N,No,6,36
2152,Junina,Labone,F,40,05-11-68,Database Administrator III,Manufacturing,Mass Customer,N,Yes,19,54
2153,Jimmy,,M,22,13-10-86,Financial Analyst,Financial Services,Mass Customer,N,No,10,36
2154,Bird,Bolf,F,86,08-01-80,Chemical Engineer,Manufacturing,High Net Worth,N,No,6,43
2155,Fayth,Millions,F,24,09-01-64,Data Coordiator,,Mass Customer,N,No,14,59
2156,Darill,Mowday,M,96,08-04-77,Desktop Support Technician,Retail,Mass Customer,N,Yes,18,46
2157,Alidia,Petyankin,F,52,30-01-78,Community Outreach Specialist,Property,Mass Customer,N,No,19,45
2158,Caesar,Begbie,M,11,18-12-60,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,6,62
2159,Godfrey,Bottini,M,19,05-10-63,,,High Net Worth,N,Yes,6,59
2160,Kettie,Cantopher,F,64,26-06-71,Recruiter,Health,Mass Customer,N,Yes,15,51
2161,Tommie,Mardle,M,35,14-01-98,,Financial Services,Mass Customer,N,No,4,25
2162,Andrew,Blunt,M,49,09-05-74,Paralegal,Financial Services,High Net Worth,N,Yes,10,48
2163,Tim,Guilliatt,M,41,25-12-96,VP Product Management,,Mass Customer,N,Yes,6,26
2164,Toinette,Clementson,F,12,16-08-73,Financial Analyst,Financial Services,Mass Customer,N,Yes,18,49
2166,Mareah,Woodnutt,F,78,09-11-84,Nurse,Property,Mass Customer,N,No,16,38
2167,Laina,Semorad,F,31,11-07-97,Librarian,Entertainment,Mass Customer,N,No,1,25
2168,Levon,Woollard,M,83,16-11-74,VP Accounting,Financial Services,Mass Customer,N,Yes,17,48
2169,Jarrad,Atwell,M,80,28-02-79,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18,44
2170,Dewitt,Laight,M,27,27-04-63,Geological Engineer,Manufacturing,Affluent Customer,N,No,6,59
2171,Laryssa,Maes,F,21,10-02-70,Pharmacist,Health,High Net Worth,N,No,10,53
2172,Emmery,Angrock,M,6,05-01-79,Information Systems Manager,Health,Affluent Customer,N,Yes,13,44
2173,Gracia,McAteer,F,27,21-09-76,Help Desk Technician,IT,Mass Customer,N,Yes,22,46
2174,Rock,Vickerstaff,M,32,21-09-62,Account Executive,Argiculture,High Net Worth,N,No,11,60
2175,Elvyn,Bullas,M,23,01-11-85,Web Developer III,Health,Mass Customer,N,No,13,37
2176,Josie,Gallemore,F,79,09-11-62,Accountant II,Property,High Net Worth,N,Yes,12,60
2177,Waverly,Creebo,M,35,08-10-77,Social Worker,Health,Mass Customer,N,No,9,45
2178,Veriee,Colthard,F,20,18-03-54,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12,69
2179,Benson,cornhill,M,15,20-08-60,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17,62
2180,Urbanus,Trevaskus,M,98,11-01-60,Chief Design Engineer,,High Net Worth,N,Yes,13,63
2181,Tobe,Roxby,M,99,17-07-74,Account Executive,IT,Mass Customer,N,Yes,8,48
2182,Symon,Minchin,M,47,23-04-67,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,16,55
2183,Jillie,Fyndon,F,61,07-02-72,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7,51
2184,Lamar,Gladman,M,49,05-12-71,Statistician III,Health,Mass Customer,N,No,11,51
2185,Gayle,Gridley,F,40,15-10-63,Human Resources Assistant II,Property,Mass Customer,N,No,19,59
2186,Carolina,Sexty,F,61,18-03-63,Clinical Specialist,Health,High Net Worth,N,No,5,60
2187,Brunhilde,Kendall,F,52,27-12-97,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2,25
2188,Zonnya,Fayter,F,85,03-04-72,Nurse Practicioner,,Mass Customer,N,No,17,51
2189,Thedric,,M,43,25-02-98,Safety Technician II,Financial Services,High Net Worth,N,No,4,25
2190,Maressa,Kondrachenko,F,77,17-04-79,,IT,Affluent Customer,N,No,13,43
2191,Alley,Fitchell,M,2,11-05-76,Payment Adjustment Coordinator,,Mass Customer,N,Yes,4,46
2192,Hubie,Leipold,M,93,27-08-66,Staff Accountant II,,Mass Customer,N,No,14,56
2193,Roldan,Carrington,M,66,16-12-55,Developer III,,Mass Customer,N,Yes,6,67
2194,Johnette,O'Fergus,F,79,10-09-58,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11,64
2195,Nevsa,Taill,F,94,02-05-87,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13,35
2196,Skylar,Brise,M,66,08-06-76,Media Manager I,Retail,High Net Worth,N,Yes,7,46
2197,Filip,Willows,M,32,16-09-93,Programmer Analyst I,Financial Services,Mass Customer,N,No,7,29
2198,Marijn,Arnoll,M,1,10-01-98,Editor,Property,Affluent Customer,N,Yes,1,25
2199,Leigha,Ranger,F,89,09-02-83,Account Coordinator,Property,High Net Worth,N,Yes,13,40
2200,Teodoor,Lovelace,M,23,13-07-86,Community Outreach Specialist,,Affluent Customer,N,Yes,16,36
2201,Trisha,Basset,F,56,12-12-98,Design Engineer,Financial Services,Affluent Customer,N,Yes,1,24
2202,Diannne,Neissen,F,46,19-08-77,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,8,45
2203,Ganny,Alessandrelli,M,13,23-12-98,Sales Associate,Health,High Net Worth,N,Yes,2,24
2204,Kacie,Barthram,F,16,07-09-67,Librarian,Entertainment,High Net Worth,N,No,7,55
2206,Osmond,McCamish,M,60,25-05-57,Structural Engineer,Financial Services,Affluent Customer,N,No,14,65
2207,Junia,Gall,F,93,26-01-79,Web Designer IV,Manufacturing,Mass Customer,N,Yes,16,44
2208,Lavena,Embling,F,59,07-05-54,,,Mass Customer,N,No,9,68
2209,Rriocard,Gavan,M,4,04-08-93,Registered Nurse,Health,Affluent Customer,N,Yes,3,29
2210,Kirby,Cameron,M,16,24-11-85,Registered Nurse,Health,High Net Worth,N,No,5,37
2211,Carmelita,Matuskiewicz,F,3,27-08-75,,Manufacturing,Mass Customer,N,Yes,18,47
2212,Adrianne,Raoux,F,22,13-05-74,Technical Writer,Manufacturing,Affluent Customer,N,Yes,20,48
2213,Jesse,Leyshon,F,70,07-05-96,Legal Assistant,,Affluent Customer,N,Yes,6,26
2214,Farlay,Plevey,M,52,26-03-57,,Manufacturing,High Net Worth,N,Yes,8,66
2215,Viola,Wadhams,F,50,20-02-71,Structural Engineer,Financial Services,Mass Customer,N,Yes,18,52
2216,Clarinda,Woffinden,F,29,02-01-62,Systems Administrator II,Property,High Net Worth,N,Yes,10,61
2217,Kristofor,Juris,M,98,17-10-81,Paralegal,Financial Services,Mass Customer,N,No,16,41
2218,Madelena,Blincoe,F,94,27-05-92,Senior Sales Associate,Health,Affluent Customer,N,No,4,30
2219,Ansel,Napier,M,73,01-03-82,Senior Quality Engineer,,High Net Worth,N,Yes,3,41
2220,Curr,Jancey,M,35,13-05-59,Legal Assistant,Financial Services,Mass Customer,N,Yes,13,63
2221,Tye,Scottini,M,80,07-11-95,General Manager,Argiculture,Affluent Customer,N,No,7,27
2222,Caroline,Grabban,F,20,26-08-74,Professor,Financial Services,Mass Customer,N,No,14,48
2223,Sarita,Georgiev,F,38,29-01-81,Professor,Health,Mass Customer,N,No,12,42
2224,Sydel,Seccombe,F,3,18-08-98,Budget/Accounting Analyst III,Retail,High Net Worth,N,Yes,4,24
2225,Christina,Easum,F,45,02-04-88,Occupational Therapist,Health,Affluent Customer,N,No,19,35
2226,Hedvig,Flatt,F,10,22-07-55,Biostatistician II,Entertainment,Mass Customer,N,No,11,67
2227,Duff,Kemble,M,45,16-07-76,Systems Administrator I,Property,Affluent Customer,N,Yes,9,46
2228,Rosita,Soppeth,F,12,09-03-56,Geological Engineer,Manufacturing,High Net Worth,N,No,9,67
2229,Linette,Gotmann,F,76,10-04-59,Cost Accountant,Financial Services,Affluent Customer,N,Yes,7,64
2230,Gertruda,Shrimpling,F,53,22-12-77,,,Mass Customer,N,No,19,45
2231,Rasla,Landreth,F,68,25-09-59,Accounting Assistant II,,Mass Customer,N,No,13,63
2232,Nev,Malone,M,69,07-05-90,Help Desk Technician,,Mass Customer,N,Yes,11,32
2233,Cassi,Killingworth,F,49,04-09-73,Sales Associate,,Mass Customer,N,Yes,8,49
2234,Dylan,Hanvey,M,48,09-09-86,Electrical Engineer,Manufacturing,Mass Customer,N,No,18,36
2235,Maxine,Cauldwell,F,75,02-10-79,Social Worker,Health,Affluent Customer,N,No,16,43
2236,Arin,Crickmoor,M,0,16-04-68,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13,54
2237,Julia,Walden,F,83,26-06-69,,,Mass Customer,N,Yes,9,53
2238,Nata,Plinck,F,96,14-09-78,Director of Sales,Retail,Mass Customer,N,Yes,14,44
2239,Jocelyne,Pasquale,F,0,11-01-60,Associate Professor,Property,High Net Worth,N,Yes,8,63
2240,Niall,Hallifax,M,4,25-07-69,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,16,53
2241,Augy,Jerrems,M,45,23-02-75,Paralegal,Financial Services,High Net Worth,N,No,10,48
2242,Elsy,Springell,F,25,24-09-77,VP Sales,,Mass Customer,N,Yes,21,45
2243,Lena,Cronshaw,F,76,28-08-76,Business Systems Development Analyst,,Affluent Customer,N,Yes,7,46
2244,Sidney,Cargon,M,97,10-05-72,Software Test Engineer III,Manufacturing,Mass Customer,N,No,5,50
2245,Elsinore,Banbrook,F,11,21-04-80,Marketing Manager,Argiculture,Mass Customer,N,No,3,42
2246,Giraldo,Lacer,M,16,24-01-79,Database Administrator III,,Mass Customer,N,Yes,13,44
2247,Gweneth,Wilkins,F,17,20-01-95,Teacher,Retail,High Net Worth,N,Yes,1,28
2248,Helsa,Grandisson,F,33,23-05-96,Software Engineer I,Manufacturing,Mass Customer,N,No,1,26
2249,Kiele,Caghan,F,7,11-11-96,,Financial Services,Mass Customer,N,No,5,26
2250,De witt,Gleave,M,72,26-06-92,,Telecommunications,High Net Worth,N,No,7,30
2251,Leslie,Shotboult,M,68,19-08-59,,Property,High Net Worth,N,No,19,63
2253,Gracie,Kubacki,F,28,08-02-59,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,13,64
2254,Ann,Beek,F,36,21-10-55,Programmer Analyst II,Health,Affluent Customer,N,No,18,67
2255,Iorgo,Krol,M,92,11-07-92,Dental Hygienist,Health,Affluent Customer,N,Yes,5,30
2256,Mara,Rosterne,F,28,26-02-78,Marketing Manager,Retail,Mass Customer,N,No,15,45
2257,Siward,Corradino,M,27,13-10-77,Librarian,Entertainment,Mass Customer,N,No,15,45
2258,Cathy,Powter,F,63,21-03-74,Account Executive,Retail,High Net Worth,N,No,7,49
2259,Leanora,Calbert,F,83,02-07-99,Environmental Specialist,,Affluent Customer,N,No,2,23
2260,Jarad,Barthropp,M,38,09-02-67,Administrative Assistant IV,Argiculture,High Net Worth,N,No,11,56
2261,Gerome,Monshall,M,81,21-09-80,Account Representative II,Health,Mass Customer,N,Yes,13,42
2262,Nyssa,Banister,F,90,21-04-84,Pharmacist,Health,Mass Customer,N,Yes,2,38
2263,Lois,Sorel,F,79,06-02-87,Professor,Argiculture,Mass Customer,N,Yes,21,36
2264,Tony,Shirley,F,18,17-07-72,Occupational Therapist,Health,Affluent Customer,N,No,9,50
2265,Brendan,Vicent,M,55,29-07-80,,Property,Mass Customer,N,Yes,5,42
2266,Jeth,Tomes,M,74,11-10-98,,Retail,High Net Worth,N,No,1,24
2267,Andrei,Mulchrone,F,78,28-04-64,Business Systems Development Analyst,,Affluent Customer,N,No,14,58
2268,Wilhelmina,Gothup,F,66,07-10-65,Pharmacist,Health,Mass Customer,N,No,19,57
2269,Beitris,Lamy,F,33,11-11-89,Product Engineer,,Mass Customer,N,No,9,33
2270,Augustus,Edleston,M,50,28-09-66,Information Systems Manager,Retail,Affluent Customer,N,No,9,56
2271,King,Hoston,M,96,26-03-74,,Telecommunications,Mass Customer,N,Yes,18,49
2272,Grete,Hindenburg,F,82,21-12-94,Internal Auditor,Manufacturing,Mass Customer,N,No,1,28
